Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type_Bessemer Steel,Iron and Steel Type_Open Hearth iron,Iron and Steel Type_Wrought Iron,Loss Oz/ft2,score
2.78,9.4,24.7,5.64,6.1,6.2,3.0,False,False,True,14.398601521728196,0.6930071209093557
23.7,6.2,31.2,4.26,10.8,30.9,3.0,False,True,False,2.7543041655986684,0.40900353755374974
5.0,7.48,54.48,4.2,5.65,70.36,1.44,True,False,False,3.615838264465866,0.2902978041207808
177.9,4.8,29.1,11.6,18.2,46.1,1.5,False,True,False,4.5240909778550105,0.38081376183243
28.9,7.5,22.4,1.0,3.8,36.3,1.5,False,False,True,0.1951849115231999,0.4072380990740419
112.0,4.5,13.8,3.09,16.0,17.6,3.0,True,False,False,1.5583011538634466,0.36857275016730895
17.8,7.2,25.8,5.7,9.5,36.0,1.5,False,False,True,1.829322518054819,0.3595010246525519
7.12,4.2,57.8,5.4,22.4,29.8,1.5,True,False,False,14.542013477176267,0.3421538704744147
20.6,7.3,18.0,8.76,10.9,26.0,3.0,False,False,True,2.2893224305254227,0.34984346326244303
74.6,6.6,13.0,4.0,27.8,6.6,1.5,False,True,False,2.909187232960038,0.6278703005695884
31.87,7.07,12.4,12.2,33.34,12.59,1.45,True,False,False,3.748371889951893,0.3359253469803539
28.2,6.8,24.8,8.57,15.8,52.1,3.0,False,False,True,3.70309616509141,0.31986570829490324
57.06,7.25,17.68,3.8,11.58,15.94,2.92,False,False,True,1.461093448886837,0.26823268916130666
17.7,7.6,25.7,4.1,2.6,46.1,1.5,False,True,False,1.1276828011243636,0.3294039518740547
0.55,2.99,55.45,9.8,69.05,65.12,1.61,True,False,False,12.834898031185318,0.3236729410591949
21.2,4.4,34.3,1.18,3.7,63.6,3.0,True,False,False,0.5175200980651298,0.36645185840855216
17.7,7.6,25.7,3.23,2.6,46.1,3.0,False,False,True,0.9075103979981732,0.14279540554157616
17.7,7.6,25.7,11.39,2.6,46.1,1.5,False,True,False,3.4433357246101552,0.4660459331074727
110.0,5.3,32.0,9.58,15.5,53.1,1.5,False,False,True,2.052744363104461,0.3715201787681275
28.2,6.8,24.8,16.9,15.8,52.1,1.5,False,True,False,5.126195025232281,0.33673734721073323
8.0,6.8,72.8,11.7,34.0,46.2,3.0,True,False,False,14.202848808229664,0.6094401594779076
12.51,4.28,34.35,12.1,26.55,71.12,1.69,False,False,True,17.786990124518276,0.471224193696773
62.7,5.7,22.69,11.25,6.84,19.05,3.0,True,False,False,6.992557994447236,0.4371476750904476
82.9,4.4,22.2,4.6,12.0,26.5,1.5,False,False,True,4.326302776953283,0.2764393026830748
205.0,4.7,2.8,16.88,38.1,0.6,1.5,False,True,False,4.915408184303053,0.3054371488814853
1.3,7.0,29.4,10.01,7.2,32.4,3.0,True,False,False,5.26617205176624,0.3528014647757542
