Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),Air pore space (%),Clay %,exposure time,Iron and Steel Type,Pipe Diameter (inches),Loss Oz/ft2
21.2,4.4,34.3,3.7,63.6,5.55,Bessemer Steel,1.5,3.04
21.2,4.4,34.3,3.7,63.6,7.65,Bessemer Steel,1.5,3.69
21.2,4.4,34.3,3.7,63.6,9.56,Bessemer Steel,1.5,2.53
21.2,4.4,34.3,3.7,63.6,11.46,Bessemer Steel,1.5,1.33
21.2,4.4,34.3,3.7,63.6,14.14,Bessemer Steel,1.5,3.79
21.2,4.4,34.3,3.7,63.6,16.84,Bessemer Steel,1.5,6.34
12.46,5.96,35.62,6.14,66.77,9.19,Bessemer Steel,1.5,3.67
3.52,7.56,36.97,8.64,70.02,1.29,Bessemer Steel,1.5,0.87
3.3,7.6,37,8.7,70.1,2.42,Bessemer Steel,1.5,1.39
3.3,7.6,37,8.7,70.1,3.77,Bessemer Steel,1.5,1.99
3.3,7.6,37,8.7,70.1,4.77,Bessemer Steel,1.5,2.29
3.3,7.6,37,8.7,70.1,5.77,Bessemer Steel,1.5,2.59
3.3,7.6,37,8.7,70.1,6.73,Bessemer Steel,1.5,2.89
3.3,7.6,37,8.7,70.1,7.68,Bessemer Steel,1.5,3.19
3.3,7.6,37,8.7,70.1,8.77,Bessemer Steel,1.5,3.88
3.3,7.6,37,8.7,70.1,9.87,Bessemer Steel,1.5,4.58
3.3,7.6,37,8.7,70.1,10.82,Bessemer Steel,1.5,5.52
3.3,7.6,37,8.7,70.1,11.77,Bessemer Steel,1.5,6.47
15.41,7.21,31.07,12.15,61.35,6.55,Bessemer Steel,1.5,3.78
27.85,6.81,24.97,15.7,52.35,1.15,Bessemer Steel,1.5,0.98
28.2,6.8,24.8,15.8,52.1,2.21,Bessemer Steel,1.5,1.43
28.2,6.8,24.8,15.8,52.1,3.46,Bessemer Steel,1.5,1.98
28.2,6.8,24.8,15.8,52.1,4.47,Bessemer Steel,1.5,2.39
28.2,6.8,24.8,15.8,52.1,5.47,Bessemer Steel,1.5,2.79
28.2,6.8,24.8,15.8,52.1,6.57,Bessemer Steel,1.5,2.9
28.2,6.8,24.8,15.8,52.1,7.67,Bessemer Steel,1.5,3
28.2,6.8,24.8,15.8,52.1,9.54,Bessemer Steel,1.5,3.97
28.2,6.8,24.8,15.8,52.1,11.44,Bessemer Steel,1.5,4.97
28.2,6.8,24.8,15.8,52.1,14.12,Bessemer Steel,1.5,5.19
28.2,6.8,24.8,15.8,52.1,16.82,Bessemer Steel,1.5,5.39
50.68,6.7,19.08,21.61,30.06,9.34,Bessemer Steel,1.5,3.41
73.87,6.6,13.19,27.61,7.32,1.55,Bessemer Steel,1.5,1.36
74.6,6.6,13,27.8,6.6,2.61,Bessemer Steel,1.5,1.25
74.6,6.6,13,27.8,6.6,3.96,Bessemer Steel,1.5,1.2
74.6,6.6,13,27.8,6.6,5.02,Bessemer Steel,1.5,2.26
74.6,6.6,13,27.8,6.6,6.07,Bessemer Steel,1.5,3.36
74.6,6.6,13,27.8,6.6,6.97,Bessemer Steel,1.5,3.93
74.6,6.6,13,27.8,6.6,7.87,Bessemer Steel,1.5,4.48
74.6,6.6,13,27.8,6.6,9.88,Bessemer Steel,1.5,4.93
74.6,6.6,13,27.8,6.6,11.93,Bessemer Steel,1.5,5.38
91.69,5.97,22.18,21.86,29.06,6.88,Bessemer Steel,1.5,3.03
109.39,5.32,31.67,15.71,52.3,1.58,Bessemer Steel,1.5,0.58
110,5.3,32,15.5,53.1,2.65,Bessemer Steel,1.5,0.84
110,5.3,32,15.5,53.1,3.95,Bessemer Steel,1.5,1.19
110,5.3,32,15.5,53.1,4.96,Bessemer Steel,1.5,1.25
110,5.3,32,15.5,53.1,5.96,Bessemer Steel,1.5,1.3
110,5.3,32,15.5,53.1,6.87,Bessemer Steel,1.5,1.4
110,5.3,32,15.5,53.1,7.77,Bessemer Steel,1.5,1.5
110,5.3,32,15.5,53.1,8.86,Bessemer Steel,1.5,1.74
110,5.3,32,15.5,53.1,9.96,Bessemer Steel,1.5,1.99
110,5.3,32,15.5,53.1,10.91,Bessemer Steel,1.5,2.43
110,5.3,32,15.5,53.1,11.86,Bessemer Steel,1.5,2.88
72.43,6.17,22.57,24.16,33.71,7.09,Bessemer Steel,1.5,1.65
33.39,7.07,12.77,33.16,13.57,2.09,Bessemer Steel,1.5,0.35
31.9,7.1,12.4,33.5,12.8,2.96,Bessemer Steel,1.5,1.12
31.9,7.1,12.4,33.5,12.8,4.06,Bessemer Steel,1.5,1.97
31.9,7.1,12.4,33.5,12.8,5.11,Bessemer Steel,1.5,2.48
31.9,7.1,12.4,33.5,12.8,6.16,Bessemer Steel,1.5,2.98
31.9,7.1,12.4,33.5,12.8,7.06,Bessemer Steel,1.5,3.24
31.9,7.1,12.4,33.5,12.8,7.96,Bessemer Steel,1.5,3.49
31.9,7.1,12.4,33.5,12.8,9.97,Bessemer Steel,1.5,3.69
31.9,7.1,12.4,33.5,12.8,12.02,Bessemer Steel,1.5,3.89
31.9,7.1,12.4,33.5,12.8,14.69,Bessemer Steel,1.5,4.72
31.9,7.1,12.4,33.5,12.8,17.39,Bessemer Steel,1.5,5.57
18,8.25,16.86,33.98,11.17,10.02,Bessemer Steel,1.5,4.55
3.51,9.45,21.51,34.48,9.47,2.23,Bessemer Steel,1.5,3.45
2.9,9.5,21.7,34.5,9.4,3,Bessemer Steel,1.5,3.59
2.9,9.5,21.7,34.5,9.4,4.15,Bessemer Steel,1.5,3.79
2.9,9.5,21.7,34.5,9.4,5.01,Bessemer Steel,1.5,5.52
2.9,9.5,21.7,34.5,9.4,5.86,Bessemer Steel,1.5,7.32
18.35,7.92,19.55,24.88,11.55,3.6,Bessemer Steel,1.5,4.1
34.5,6.27,17.3,14.84,13.8,1.2,Bessemer Steel,1.5,0.65
35.2,6.2,17.2,14.4,13.9,2.39,Bessemer Steel,1.5,1.41
35.2,6.2,17.2,14.4,13.9,3.74,Bessemer Steel,1.5,2.36
35.2,6.2,17.2,14.4,13.9,4.76,Bessemer Steel,1.5,2.73
35.2,6.2,17.2,14.4,13.9,5.76,Bessemer Steel,1.5,3.08
35.2,6.2,17.2,14.4,13.9,6.71,Bessemer Steel,1.5,3.63
35.2,6.2,17.2,14.4,13.9,7.66,Bessemer Steel,1.5,4.18
35.2,6.2,17.2,14.4,13.9,8.75,Bessemer Steel,1.5,4.72
35.2,6.2,17.2,14.4,13.9,9.85,Bessemer Steel,1.5,5.27
35.2,6.2,17.2,14.4,13.9,10.81,Bessemer Steel,1.5,5.4
35.2,6.2,17.2,14.4,13.9,11.76,Bessemer Steel,1.5,5.5
20.76,6.82,34.93,10.25,40.83,7.13,Bessemer Steel,1.5,3.88
5.61,7.47,53.52,5.91,69.07,2.23,Bessemer Steel,1.5,2.18
4.89,7.5,54.4,5.7,70.4,2.95,Bessemer Steel,1.5,2.62
4.89,7.5,54.4,5.7,70.4,3.95,Bessemer Steel,1.5,3.17
4.89,7.5,54.4,5.7,70.4,4.9,Bessemer Steel,1.5,4.25
4.89,7.5,54.4,5.7,70.4,5.85,Bessemer Steel,1.5,5.35
4.89,7.5,54.4,5.7,70.4,6.9,Bessemer Steel,1.5,5.45
4.89,7.5,54.4,5.7,70.4,7.95,Bessemer Steel,1.5,5.5
4.89,7.5,54.4,5.7,70.4,9.9,Bessemer Steel,1.5,6.59
4.89,7.5,54.4,5.7,70.4,11.9,Bessemer Steel,1.5,7.74
4.89,7.5,54.4,5.7,70.4,14.66,Bessemer Steel,1.5,9.04
4.89,7.5,54.4,5.7,70.4,17.46,Bessemer Steel,1.5,10.33
41.92,6.03,39.11,8.69,49.56,10.19,Bessemer Steel,1.5,6.46
80.92,4.48,23.02,11.84,27.62,2.4,Bessemer Steel,1.5,2.31
82.9,4.4,22.2,12,26.5,2.95,Bessemer Steel,1.5,2.53
82.9,4.4,22.2,12,26.5,3.95,Bessemer Steel,1.5,2.98
82.9,4.4,22.2,12,26.5,4.95,Bessemer Steel,1.5,3.62
82.9,4.4,22.2,12,26.5,5.95,Bessemer Steel,1.5,4.27
82.9,4.4,22.2,12,26.5,6.9,Bessemer Steel,1.5,4.39
82.9,4.4,22.2,12,26.5,7.85,Bessemer Steel,1.5,4.49
82.9,4.4,22.2,12,26.5,8.89,Bessemer Steel,1.5,5.3
82.9,4.4,22.2,12,26.5,9.94,Bessemer Steel,1.5,6.15
82.9,4.4,22.2,12,26.5,10.95,Bessemer Steel,1.5,6.72
82.9,4.4,22.2,12,26.5,11.95,Bessemer Steel,1.5,7.27
71.98,4.45,26.27,8.41,38.42,6.89,Bessemer Steel,1.5,4.51
60.43,4.5,30.57,4.61,51.01,1.49,Bessemer Steel,1.5,1.56
59.8,4.5,30.8,4.4,51.7,2.43,Bessemer Steel,1.5,2.25
59.8,4.5,30.8,4.4,51.7,3.73,Bessemer Steel,1.5,3.15
59.8,4.5,30.8,4.4,51.7,4.79,Bessemer Steel,1.5,4.14
59.8,4.5,30.8,4.4,51.7,5.84,Bessemer Steel,1.5,5.14
59.8,4.5,30.8,4.4,51.7,6.75,Bessemer Steel,1.5,5.86
59.8,4.5,30.8,4.4,51.7,7.65,Bessemer Steel,1.5,6.56
59.8,4.5,30.8,4.4,51.7,9.63,Bessemer Steel,1.5,7.73
59.8,4.5,30.8,4.4,51.7,11.68,Bessemer Steel,1.5,8.93
59.8,4.5,30.8,4.4,51.7,14.25,Bessemer Steel,1.5,9.09
59.8,4.5,30.8,4.4,51.7,16.85,Bessemer Steel,1.5,9.19
37,5.82,29.67,10.15,36.91,9.56,Bessemer Steel,1.5,5.15
12.81,7.22,28.47,16.25,21.21,1.66,Bessemer Steel,1.5,0.85
11.4,7.3,28.4,16.6,20.3,2.42,Bessemer Steel,1.5,1.07
11.4,7.3,28.4,16.6,20.3,3.72,Bessemer Steel,1.5,1.57
11.4,7.3,28.4,16.6,20.3,4.65,Bessemer Steel,1.5,2.07
11.4,7.3,28.4,16.6,20.3,5.55,Bessemer Steel,1.5,2.57
11.4,7.3,28.4,16.6,20.3,6.59,Bessemer Steel,1.5,2.79
11.4,7.3,28.4,16.6,20.3,7.64,Bessemer Steel,1.5,2.99
11.4,7.3,28.4,16.6,20.3,8.69,Bessemer Steel,1.5,3.14
11.4,7.3,28.4,16.6,20.3,9.74,Bessemer Steel,1.5,3.29
11.4,7.3,28.4,16.6,20.3,10.69,Bessemer Steel,1.5,3.44
11.4,7.3,28.4,16.6,20.3,11.64,Bessemer Steel,1.5,3.59
15.3,6.03,28.4,10.64,26.82,6.73,Bessemer Steel,1.5,2.24
19.44,4.68,28.4,4.29,33.77,1.43,Bessemer Steel,1.5,0.79
19.7,4.6,28.4,3.9,34.2,2.32,Bessemer Steel,1.5,1.4
19.7,4.6,28.4,3.9,34.2,3.62,Bessemer Steel,1.5,2.15
19.7,4.6,28.4,3.9,34.2,4.64,Bessemer Steel,1.5,2.25
19.7,4.6,28.4,3.9,34.2,5.64,Bessemer Steel,1.5,2.3
19.7,4.6,28.4,3.9,34.2,6.59,Bessemer Steel,1.5,2.53
19.7,4.6,28.4,3.9,34.2,7.54,Bessemer Steel,1.5,2.78
19.7,4.6,28.4,3.9,34.2,8.58,Bessemer Steel,1.5,2.85
19.7,4.6,28.4,3.9,34.2,9.63,Bessemer Steel,1.5,2.9
19.7,4.6,28.4,3.9,34.2,10.59,Bessemer Steel,1.5,2.99
19.7,4.6,28.4,3.9,34.2,11.54,Bessemer Steel,1.5,3.09
24,5.96,25.6,3.85,35.18,6.64,Bessemer Steel,1.5,2.12
28.6,7.41,22.6,3.8,36.23,1.35,Bessemer Steel,1.5,1.07
28.9,7.5,22.4,3.8,36.3,2.21,Bessemer Steel,1.5,1.61
28.9,7.5,22.4,3.8,36.3,3.51,Bessemer Steel,1.5,2.26
28.9,7.5,22.4,3.8,36.3,4.49,Bessemer Steel,1.5,2.3
28.9,7.5,22.4,3.8,36.3,5.44,Bessemer Steel,1.5,2.3
28.9,7.5,22.4,3.8,36.3,6.53,Bessemer Steel,1.5,2.39
28.9,7.5,22.4,3.8,36.3,7.63,Bessemer Steel,1.5,2.49
28.9,7.5,22.4,3.8,36.3,8.59,Bessemer Steel,1.5,3.25
28.9,7.5,22.4,3.8,36.3,9.54,Bessemer Steel,1.5,4.05
28.9,7.5,22.4,3.8,36.3,10.53,Bessemer Steel,1.5,4.99
28.9,7.5,22.4,3.8,36.3,11.53,Bessemer Steel,1.5,5.94
26.48,6.89,26.5,7.06,33.79,6.9,Bessemer Steel,1.5,4.18
23.88,6.24,30.9,10.56,31.09,1.85,Bessemer Steel,1.5,2.23
23.7,6.2,31.2,10.8,30.9,2.66,Bessemer Steel,1.5,2.24
23.7,6.2,31.2,10.8,30.9,3.91,Bessemer Steel,1.5,2.39
23.7,6.2,31.2,10.8,30.9,4.93,Bessemer Steel,1.5,3.47
23.7,6.2,31.2,10.8,30.9,5.93,Bessemer Steel,1.5,4.62
36.62,5.6,29.9,10.24,26.9,4,Bessemer Steel,1.5,3.4
50.52,4.95,28.5,9.64,22.6,1.85,Bessemer Steel,1.5,2
51.5,4.9,28.4,9.6,22.3,2.63,Bessemer Steel,1.5,2.74
51.5,4.9,28.4,9.6,22.3,3.63,Bessemer Steel,1.5,3.64
51.5,4.9,28.4,9.6,22.3,4.58,Bessemer Steel,1.5,4.49
51.5,4.9,28.4,9.6,22.3,5.53,Bessemer Steel,1.5,5.34
51.5,4.9,28.4,9.6,22.3,6.53,Bessemer Steel,1.5,5.59
51.5,4.9,28.4,9.6,22.3,7.53,Bessemer Steel,1.5,5.79
51.5,4.9,28.4,9.6,22.3,8.53,Bessemer Steel,1.5,5.94
51.5,4.9,28.4,9.6,22.3,9.53,Bessemer Steel,1.5,6.09
51.5,4.9,28.4,9.6,22.3,10.53,Bessemer Steel,1.5,6.7
51.5,4.9,28.4,9.6,22.3,11.53,Bessemer Steel,1.5,7.35
28.95,6.98,26.69,7.98,14.85,7.11,Bessemer Steel,1.5,7.59
4.59,9.23,24.84,6.23,6.8,2.26,Bessemer Steel,1.5,7.79
2.78,9.4,24.7,6.1,6.2,3.01,Bessemer Steel,1.5,4.68
2.78,9.4,24.7,6.1,6.2,4.21,Bessemer Steel,1.5,1.3
2.78,9.4,24.7,6.1,6.2,5.18,Bessemer Steel,1.5,7.82
2.78,9.4,24.7,6.1,6.2,6.13,Bessemer Steel,1.5,15.15
2.78,9.4,24.7,6.1,6.2,7.03,Bessemer Steel,1.5,17.04
2.78,9.4,24.7,6.1,6.2,7.93,Bessemer Steel,1.5,18.49
2.78,9.4,24.7,6.1,6.2,9.02,Bessemer Steel,1.5,18.74
2.78,9.4,24.7,6.1,6.2,10.12,Bessemer Steel,1.5,18.89
2.78,9.4,24.7,6.1,6.2,11.08,Bessemer Steel,1.5,19.59
2.78,9.4,24.7,6.1,6.2,12.03,Bessemer Steel,1.5,20.34
54.07,7.14,19.3,19.29,5.92,7.12,Bessemer Steel,1.5,11.13
109.66,4.69,13.46,33.58,5.62,1.72,Bessemer Steel,1.5,1.08
114,4.5,13,34.7,5.6,2.54,Bessemer Steel,1.5,0.35
114,4.5,13,34.7,5.6,3.89,Bessemer Steel,1.5,0.4
114,4.5,13,34.7,5.6,4.97,Bessemer Steel,1.5,0.58
114,4.5,13,34.7,5.6,6.02,Bessemer Steel,1.5,0.78
114,4.5,13,34.7,5.6,6.93,Bessemer Steel,1.5,0.8
114,4.5,13,34.7,5.6,7.83,Bessemer Steel,1.5,0.8
114,4.5,13,34.7,5.6,9.79,Bessemer Steel,1.5,1.08
114,4.5,13,34.7,5.6,11.84,Bessemer Steel,1.5,1.38
114,4.5,13,34.7,5.6,14.39,Bessemer Steel,1.5,1.4
114,4.5,13,34.7,5.6,16.99,Bessemer Steel,1.5,1.4
69.81,5.74,18.88,23.13,19.56,9.76,Bessemer Steel,1.5,0.94
21.73,7.09,25.28,10.53,34.76,1.66,Bessemer Steel,1.5,0.44
17.8,7.2,25.8,9.5,36,2.24,Bessemer Steel,1.5,0.86
17.8,7.2,25.8,9.5,36,3.59,Bessemer Steel,1.5,1.36
17.8,7.2,25.8,9.5,36,4.62,Bessemer Steel,1.5,1.63
17.8,7.2,25.8,9.5,36,5.62,Bessemer Steel,1.5,1.88
17.8,7.2,25.8,9.5,36,6.57,Bessemer Steel,1.5,1.95
17.8,7.2,25.8,9.5,36,7.52,Bessemer Steel,1.5,2
17.8,7.2,25.8,9.5,36,9.48,Bessemer Steel,1.5,2.41
17.8,7.2,25.8,9.5,36,11.53,Bessemer Steel,1.5,2.86
17.8,7.2,25.8,9.5,36,14.13,Bessemer Steel,1.5,2.99
17.8,7.2,25.8,9.5,36,16.78,Bessemer Steel,1.5,3.09
23.29,7.25,35.22,14.72,28.04,9.68,Bessemer Steel,1.5,2.05
29.29,7.3,45.52,20.41,19.34,1.68,Bessemer Steel,1.5,0.9
29.8,7.3,46.4,20.9,18.6,2.14,Bessemer Steel,1.5,1.26
29.8,7.3,46.4,20.9,18.6,3.39,Bessemer Steel,1.5,1.76
29.8,7.3,46.4,20.9,18.6,4.41,Bessemer Steel,1.5,1.66
29.8,7.3,46.4,20.9,18.6,5.41,Bessemer Steel,1.5,1.51
29.8,7.3,46.4,20.9,18.6,6.5,Bessemer Steel,1.5,1.55
29.8,7.3,46.4,20.9,18.6,7.6,Bessemer Steel,1.5,1.6
29.8,7.3,46.4,20.9,18.6,9.43,Bessemer Steel,1.5,2.47
29.8,7.3,46.4,20.9,18.6,11.33,Bessemer Steel,1.5,3.42
29.8,7.3,46.4,20.9,18.6,13.96,Bessemer Steel,1.5,3.77
29.8,7.3,46.4,20.9,18.6,16.66,Bessemer Steel,1.5,4.07
18.82,5.66,44.67,12.24,50.13,10.11,Bessemer Steel,1.5,2.46
6.77,3.86,42.77,2.75,84.72,2.66,Bessemer Steel,1.5,0.66
5.7,3.7,42.6,1.9,87.8,2.91,Bessemer Steel,1.5,1.46
5.7,3.7,42.6,1.9,87.8,3.91,Bessemer Steel,1.5,2.51
5.7,3.7,42.6,1.9,87.8,4.91,Bessemer Steel,1.5,2.78
5.7,3.7,42.6,1.9,87.8,5.91,Bessemer Steel,1.5,2.98
5.7,3.7,42.6,1.9,87.8,6.91,Bessemer Steel,1.5,4.09
5.7,3.7,42.6,1.9,87.8,7.91,Bessemer Steel,1.5,5.29
5.7,3.7,42.6,1.9,87.8,9.82,Bessemer Steel,1.5,6.4
5.7,3.7,42.6,1.9,87.8,11.82,Bessemer Steel,1.5,7.5
5.7,3.7,42.6,1.9,87.8,14.54,Bessemer Steel,1.5,8.37
5.7,3.7,42.6,1.9,87.8,17.34,Bessemer Steel,1.5,9.22
4.96,5.11,34.43,2.17,76.36,10.34,Bessemer Steel,1.5,6.44
4.15,6.66,25.43,2.47,63.77,2.34,Bessemer Steel,1.5,3.29
4.08,6.8,24.6,2.5,62.6,3.41,Bessemer Steel,1.5,6.45
4.08,6.8,24.6,2.5,62.6,5.41,Bessemer Steel,1.5,10.25
4.08,6.8,24.6,2.5,62.6,6.55,Bessemer Steel,1.5,12.64
4.08,6.8,24.6,2.5,62.6,7.6,Bessemer Steel,1.5,14.89
4.08,6.8,24.6,2.5,62.6,8.29,Bessemer Steel,1.5,15.87
4.08,6.8,24.6,2.5,62.6,8.94,Bessemer Steel,1.5,16.72
7.98,5.62,29.08,13.41,66.49,5.83,Bessemer Steel,1.5,9.83
12.29,4.32,34.03,25.46,70.79,2.33,Bessemer Steel,1.5,2.13
12.7,4.2,34.5,26.6,71.2,2.95,Bessemer Steel,1.5,3.84
12.7,4.2,34.5,26.6,71.2,4,Bessemer Steel,1.5,6.54
12.7,4.2,34.5,26.6,71.2,4.96,Bessemer Steel,1.5,8.2
12.7,4.2,34.5,26.6,71.2,5.91,Bessemer Steel,1.5,9.75
12.7,4.2,34.5,26.6,71.2,6.9,Bessemer Steel,1.5,10.4
12.7,4.2,34.5,26.6,71.2,7.9,Bessemer Steel,1.5,10.95
12.7,4.2,34.5,26.6,71.2,8.9,Bessemer Steel,1.5,12.35
12.7,4.2,34.5,26.6,71.2,9.9,Bessemer Steel,1.5,13.85
12.7,4.2,34.5,26.6,71.2,10.9,Bessemer Steel,1.5,16.44
12.7,4.2,34.5,26.6,71.2,11.9,Bessemer Steel,1.5,19.14
7.56,5.46,32.2,17.85,53.71,7.09,Bessemer Steel,1.5,11.06
1.86,6.86,29.65,8.16,34.31,1.64,Bessemer Steel,1.5,1.81
1.3,7,29.4,7.2,32.4,2.23,Bessemer Steel,1.5,1.04
1.3,7,29.4,7.2,32.4,3.48,Bessemer Steel,1.5,1.19
1.3,7,29.4,7.2,32.4,4.55,Bessemer Steel,1.5,1.56
1.3,7,29.4,7.2,32.4,5.6,Bessemer Steel,1.5,1.96
1.3,7,29.4,7.2,32.4,6.82,Bessemer Steel,1.5,2.99
1.3,7,29.4,7.2,32.4,8.07,Bessemer Steel,1.5,4.09
1.3,7,29.4,7.2,32.4,9.73,Bessemer Steel,1.5,4.69
1.3,7,29.4,7.2,32.4,11.43,Bessemer Steel,1.5,5.24
1.3,7,29.4,7.2,32.4,14.03,Bessemer Steel,1.5,5.34
1.3,7,29.4,7.2,32.4,16.73,Bessemer Steel,1.5,5.39
92.76,5.97,17.46,21.07,18.12,10.26,Bessemer Steel,1.5,3.65
194.58,4.82,4.16,36.52,2.23,2.77,Bessemer Steel,1.5,1.7
205,4.7,2.8,38.1,0.6,2.94,Bessemer Steel,1.5,1.81
205,4.7,2.8,38.1,0.6,3.99,Bessemer Steel,1.5,2.16
205,4.7,2.8,38.1,0.6,4.95,Bessemer Steel,1.5,2.07
205,4.7,2.8,38.1,0.6,5.9,Bessemer Steel,1.5,1.92
205,4.7,2.8,38.1,0.6,6.9,Bessemer Steel,1.5,2.3
205,4.7,2.8,38.1,0.6,7.9,Bessemer Steel,1.5,2.75
205,4.7,2.8,38.1,0.6,9.79,Bessemer Steel,1.5,2.76
205,4.7,2.8,38.1,0.6,11.79,Bessemer Steel,1.5,2.71
205,4.7,2.8,38.1,0.6,14.55,Bessemer Steel,1.5,3.46
205,4.7,2.8,38.1,0.6,17.4,Bessemer Steel,1.5,4.31
138.81,5.86,9.51,26.29,7.4,10.23,Bessemer Steel,1.5,2.61
64.84,7.16,17.01,13.1,15,1.88,Bessemer Steel,1.5,0.61
57,7.3,17.8,11.7,15.8,2.21,Bessemer Steel,1.5,0.85
57,7.3,17.8,11.7,15.8,3.56,Bessemer Steel,1.5,1.35
57,7.3,17.8,11.7,15.8,4.64,Bessemer Steel,1.5,1.58
57,7.3,17.8,11.7,15.8,5.69,Bessemer Steel,1.5,1.78
57,7.3,17.8,11.7,15.8,6.6,Bessemer Steel,1.5,2.02
57,7.3,17.8,11.7,15.8,7.5,Bessemer Steel,1.5,2.27
57,7.3,17.8,11.7,15.8,8.49,Bessemer Steel,1.5,2.39
57,7.3,17.8,11.7,15.8,9.49,Bessemer Steel,1.5,2.49
57,7.3,17.8,11.7,15.8,10.54,Bessemer Steel,1.5,3.03
57,7.3,17.8,11.7,15.8,11.59,Bessemer Steel,1.5,3.63
35.18,7.08,42.3,21.63,29.34,6.93,Bessemer Steel,1.5,2.27
10.68,6.83,69.79,32.78,44.54,1.59,Bessemer Steel,1.5,0.68
8,6.8,72.8,34,46.2,2.2,Bessemer Steel,1.5,1.84
8,6.8,72.8,34,46.2,3.55,Bessemer Steel,1.5,3.33
8,6.8,72.8,34,46.2,4.63,Bessemer Steel,1.5,4.43
8,6.8,72.8,34,46.2,5.68,Bessemer Steel,1.5,5.48
8,6.8,72.8,34,46.2,6.6,Bessemer Steel,1.5,7.02
8,6.8,72.8,34,46.2,7.5,Bessemer Steel,1.5,8.62
8,6.8,72.8,34,46.2,8.53,Bessemer Steel,1.5,9.24
8,6.8,72.8,34,46.2,9.58,Bessemer Steel,1.5,9.74
8,6.8,72.8,34,46.2,10.59,Bessemer Steel,1.5,11.75
8,6.8,72.8,34,46.2,11.59,Bessemer Steel,1.5,13.95
26.19,6.76,50.89,25.44,41.28,7.13,Bessemer Steel,1.5,8.39
46.68,6.71,26.2,15.79,35.73,1.98,Bessemer Steel,1.5,1.84
49,6.7,23.4,14.7,35.1,2.55,Bessemer Steel,1.5,1.45
49,6.7,23.4,14.7,35.1,3.85,Bessemer Steel,1.5,1.85
49,6.7,23.4,14.7,35.1,4.93,Bessemer Steel,1.5,2.25
49,6.7,23.4,14.7,35.1,5.98,Bessemer Steel,1.5,2.65
49,6.7,23.4,14.7,35.1,6.94,Bessemer Steel,1.5,3.05
49,6.7,23.4,14.7,35.1,7.89,Bessemer Steel,1.5,3.45
49,6.7,23.4,14.7,35.1,8.84,Bessemer Steel,1.5,3.77
49,6.7,23.4,14.7,35.1,9.79,Bessemer Steel,1.5,4.07
49,6.7,23.4,14.7,35.1,10.83,Bessemer Steel,1.5,3.7
49,6.7,23.4,14.7,35.1,11.88,Bessemer Steel,1.5,3.25
36.45,6.97,21.01,13.02,31.08,7.54,Bessemer Steel,1.5,2.1
22.26,7.26,18.32,11.12,26.53,2.49,Bessemer Steel,1.5,0.85
20.6,7.3,18,10.9,26,2.87,Bessemer Steel,1.5,1.01
20.6,7.3,18,10.9,26,3.97,Bessemer Steel,1.5,1.36
20.6,7.3,18,10.9,26,5.03,Bessemer Steel,1.5,1.22
20.6,7.3,18,10.9,26,6.08,Bessemer Steel,1.5,1.02
20.6,7.3,18,10.9,26,6.99,Bessemer Steel,1.5,1.31
20.6,7.3,18,10.9,26,7.89,Bessemer Steel,1.5,1.66
20.6,7.3,18,10.9,26,9.81,Bessemer Steel,1.5,1.44
20.6,7.3,18,10.9,26,11.86,Bessemer Steel,1.5,1.14
20.6,7.3,18,10.9,26,14.48,Bessemer Steel,1.5,1.01
20.6,7.3,18,10.9,26,17.18,Bessemer Steel,1.5,0.91
60.81,6.07,16.15,13.14,22.3,10.68,Bessemer Steel,1.5,0.99
106.5,4.67,14.05,15.69,18.11,2.93,Bessemer Steel,1.5,1.09
112,4.5,13.8,16,17.6,2.92,Bessemer Steel,1.5,1.54
112,4.5,13.8,16,17.6,3.97,Bessemer Steel,1.5,2.04
112,4.5,13.8,16,17.6,4.93,Bessemer Steel,1.5,2.19
112,4.5,13.8,16,17.6,5.88,Bessemer Steel,1.5,2.29
112,4.5,13.8,16,17.6,6.88,Bessemer Steel,1.5,2.34
112,4.5,13.8,16,17.6,7.88,Bessemer Steel,1.5,2.39
112,4.5,13.8,16,17.6,9.75,Bessemer Steel,1.5,2.62
112,4.5,13.8,16,17.6,11.75,Bessemer Steel,1.5,2.87
112,4.5,13.8,16,17.6,14.5,Bessemer Steel,1.5,3.25
112,4.5,13.8,16,17.6,17.35,Bessemer Steel,1.5,3.65
112,4.19,10.82,10.52,11.86,10.82,Bessemer Steel,1.5,3.13
112,3.84,7.42,4.28,5.31,2.97,Bessemer Steel,1.5,2.48
112,3.8,7,3.5,4.5,2.92,Bessemer Steel,1.5,3.19
112,3.8,7,3.5,4.5,3.97,Bessemer Steel,1.5,4.09
112,3.8,7,3.5,4.5,4.93,Bessemer Steel,1.5,4.46
112,3.8,7,3.5,4.5,5.88,Bessemer Steel,1.5,4.76
112,3.8,7,3.5,4.5,6.87,Bessemer Steel,1.5,4.97
112,3.8,7,3.5,4.5,7.87,Bessemer Steel,1.5,5.17
112,3.8,7,3.5,4.5,8.92,Bessemer Steel,1.5,6.29
112,3.8,7,3.5,4.5,9.97,Bessemer Steel,1.5,7.54
112,3.8,7,3.5,4.5,10.93,Bessemer Steel,1.5,8.18
112,3.8,7,3.5,4.5,11.88,Bessemer Steel,1.5,8.73
231.55,4.11,5.25,15.98,3.67,7.38,Bessemer Steel,1.5,5.05
